gene,Z40dpf_MTB,Z40dpf_MT,Z60_dpf_MTB,Z60dpf_MT,ZEM_32,combined_adjpval
gene-camk2b|camk2b,0.309290641,0.692542079,0.526228602,0.001238928,0.998285831,0.094661582
gene-ogdhb|ogdhb,0.181522963,2.66E-10,0.891336944,5.46E-34,0.998285831,0
gene-pargl|pargl,4.83E-06,1.82E-26,0.146172467,2.42E-59,0.998285831,0
gene-zmiz2|zmiz2,0.54533026,1.22E-38,0.365633303,3.05E-43,0.998285831,0
gene-ppiab|ppiab,0.016571296,8.59E-13,0.088203315,7.30E-69,0.998285831,0
gene-LOC100534832|LOC100534832,0.885388876,0.000110036,0.83648386,4.11E-25,0.998285831,0
gene-LOC100331349|LOC100331349,NA,4.97E-12,0.670407265,2.75E-11,0.955784778,0
gene-LOC100333835|LOC100333835,0.013618716,3.39E-05,0.958897313,9.13E-05,0.998285831,1.62E-06
gene-prr13|prr13,0.45452101,2.75E-09,0.221011255,6.60E-19,0.998285831,0
gene-myg1|myg1,0.213456547,2.32E-07,0.728026137,9.01E-21,0.998285831,0
gene-sp1|sp1,0.475084867,6.19E-17,0.988070379,2.53E-25,0.998285831,0
gene-col2a1b|col2a1b,0.485038468,0.009667736,0.083422189,1.19E-11,0.998285831,7.58E-10
gene-itga7|itga7,0.006357413,0.067885743,0.086023372,0.306121629,0.958584995,0.019932379
gene-elmo2|elmo2,0.000177898,0.001328842,0.895588108,5.58E-07,0.843418218,1.06E-08
gene-LOC103908995|LOC103908995,NA,0.036885207,0.908696282,1.68E-06,0.998285831,0.000113797
gene-arfgap1|arfgap1,0.04675329,1.44E-23,0.306267504,2.58E-24,0.998285831,0
gene-zgc:172352|zgc:172352,0.040883879,0.020126941,0.322484049,5.59E-09,0.998285831,1.04E-07
gene-cdk4|cdk4,0.005328151,0.579312741,0.504415162,0.214070056,0.999052375,0.15279586
gene-avil|avil,NA,0.0230906,0.743648903,0.118152263,0.998285831,0.201888276
gene-tegt|tegt,0.406183236,0.028501288,0.17801874,1.37E-06,0.998285831,4.87E-05
gene-si:ch1073-456m8.1|si:ch1073-456m8.1,0.139455984,0.55401042,0.64870549,0.000162799,0.998463915,0.016493128
gene-dusp7|dusp7,5.57E-06,1.63E-61,0.80389783,1.59E-72,0.998285831,0
gene-cyp27b1|cyp27b1,0.877417045,0.434923993,0.436951163,0.06304646,0.998285831,0.676949359
gene-si:ch211-159e12.5|si:ch211-159e12.5,NA,NA,NA,0.269252832,0.998285831,0.783989603
gene-edn3|edn3,NA,NA,0.636079452,0.051685591,0.998285831,0.463873011
gene-mettl1|mettl1,0.803455689,9.66E-27,0.934256254,1.75E-51,0.998285831,0
gene-alas1|alas1,0.000142227,7.19E-41,4.80E-14,1.23E-41,0.998285831,0
gene-slc11a2|slc11a2,0.88711405,1.31E-51,0.176264604,7.99E-35,0.998285831,0
gene-poc1a|poc1a,0.871176958,1.66E-05,0.76634513,8.54E-14,0.995319723,4.27E-13
gene-npffl|npffl,0.171159179,0.249307727,0.524400548,0.113392908,0.998285831,0.404063989
gene-pdrg1|pdrg1,0.00172897,7.18E-07,0.810196269,0.102537872,0.998285831,3.47E-06
gene-znf831|znf831,0.476161408,0.019247029,0.262321807,1.92E-07,0.998285831,1.16E-05
gene-trnac-gca-9|trnac-gca,NA,NA,NA,NA,NA,NA
gene-trnac-gca-10|trnac-gca,NA,NA,NA,NA,NA,NA
gene-trnac-gca-11|trnac-gca,NA,NA,NA,NA,NA,NA
gene-rab43|rab43,0.91011213,0.320246505,0.289467181,0.340729273,0.998285831,0.878219532
gene-nuf2|nuf2,0.114639025,0.402632183,0.014948967,0.001771329,0.998285831,0.00453156
gene-zgc:77375|zgc:77375,0.802574812,2.40E-53,0.915426926,9.89E-55,0.998285831,0
gene-isy1|isy1,0.201189791,0.061087379,0.492278633,0.042098328,0.998285831,0.132270394
gene-raf1b|raf1b,0.13576115,5.69E-12,0.032636443,4.87E-20,0.998285831,0
gene-cnbpb|cnbpb,0.046518272,0.268995788,0.988766393,0.01074604,0.998285831,0.092094581
gene-mkrn2os.2|mkrn2os.2,NA,0.483822105,0.989055714,2.42E-05,0.998285831,0.006921696
gene-mkrn2os.1|mkrn2os.1,0.667629516,0.012164463,0.962927966,7.17E-11,0.998285831,4.58E-08
gene-mkrn2|mkrn2,0.400586373,2.54E-24,0.461438865,2.83E-269,0.998285831,0
gene-tsen2|tsen2,0.24216724,8.64E-51,0.50057673,8.29E-93,0.998285831,0
gene-pparg|pparg,0.217534884,0.388353872,0.680617028,3.15E-08,0.998285831,3.43E-05
gene-tamm41|tamm41,0.891146343,6.79E-26,0.043556864,7.02E-38,0.998285831,0
gene-vgll4b|vgll4b,0.599500435,5.79E-07,0.852157492,3.11E-21,0.998285831,0
gene-timp4.1|timp4.1,0.915343349,0.157792183,0.080341623,0.196272845,0.998285831,0.386129999
gene-timp4.2|timp4.2,NA,3.89E-10,0.715723271,2.47E-09,0.998285831,3.12E-14
gene-timp4.3|timp4.3,0.155963326,6.79E-11,0.354491231,1.68E-07,0.998285831,2.98E-13
gene-syn2b|syn2b,1.34E-06,0.948530456,0.901332521,0.837117264,0.807996295,0.003287658
gene-hrh1|hrh1,0.867207353,0.207659232,0.070423987,0.056680951,0.999179309,0.22678714
gene-atg7|atg7,2.04E-06,0.453785172,0.015254748,0.90255314,0.998285831,0.000156607
gene-slc6a1b|slc6a1b,1.43E-05,0.547838691,0.597580982,0.006210792,0.998285831,0.000293779
gene-LOC100003140|LOC100003140,NA,2.22E-06,NA,0.021555945,NA,2.09E-06
gene-slc6a11b|slc6a11b,0.003615009,0.310853463,0.654041636,0.538306728,0.998285831,0.167069712
gene-iars|iars,0.275357734,3.91E-45,0.025040272,7.41E-29,0.625808513,0
gene-atp2b2|atp2b2,1.91E-07,0.133819549,0.100202109,1.40E-07,0.998285831,8.15E-11
gene-rpl29|rpl29,2.37E-05,0.000380519,0.153255774,1.21E-18,0.998285831,0
gene-ppp1r3db|ppp1r3db,0.114349413,0.016656616,0.275457977,3.43E-06,0.998285831,3.42E-05
gene-si:ch211-266k22.6|si:ch211-266k22.6,0.962114642,0.515478857,0.017204414,0.017556785,0.998285831,0.098534151
gene-acot8|acot8,0.702693646,0.106217516,0.924509659,0.477314796,0.998285831,0.901813003
gene-phactr3b|phactr3b,0.218101248,0.817331221,0.548077373,0.001376311,0.998285831,0.092687039
gene-si:dkey-40c23.1|si:dkey-40c23.1,NA,5.07E-17,0.019420076,2.37E-30,0.998285831,0
gene-srsf6b|srsf6b,0.010030177,4.86E-06,0.130703737,3.31E-45,0.998285831,0
gene-ift52|ift52,0.891851522,4.47E-172,0.632315441,2.18E-49,0.998285831,0
gene-si:dkey-40c23.2|si:dkey-40c23.2,0.975668974,0.234293965,0.662036253,0.598429338,0.998285831,0.999999923
gene-mybl2b|mybl2b,0.995838029,4.65E-08,1.14E-08,0.000675957,0.998285831,1.79E-13
gene-rbms2a|rbms2a,0.797249493,0.020585042,0.850368977,5.04E-05,0.998285831,0.003067358
gene-faim2b|faim2b,NA,0.75463073,0.966532532,6.40E-07,0.998285831,0.000608141
gene-rargb|rargb,NA,0.049239841,0.755131528,0.017086719,0.998285831,0.102834663
gene-hoxc12b|hoxc12b,NA,0.302171457,0.310805183,0.047930144,0.998285831,0.307676075
gene-nr1d4b|nr1d4b,0.232072674,0.40167219,3.02E-10,0.029720593,0.998285831,6.42E-08
gene-LOC100534851|LOC100534851,NA,0.506689221,0.002148474,0.759824926,0.998285831,0.120540609
gene-calcoco1b|calcoco1b,0.893743122,0.00051295,0.005892704,1.72E-21,0.83685001,0
gene-hoxc11b|hoxc11b,NA,2.58E-08,0.957024043,2.33E-13,0.938466237,4.08E-16
gene-LOC110440087|LOC110440087,NA,NA,NA,0.217823756,0.998285831,0.707692359
gene-mir196c|mir196c,NA,NA,NA,NA,0.998285831,0.999999923
rna-mir196c,NA,NA,NA,NA,0.998285831,0.999999923
gene-hoxc6b|hoxc6b,0.791407359,0.040730371,0.998494366,0.100656514,0.998285831,0.446607162
gene-lrp1aa|lrp1aa,1.47E-05,2.44E-53,1.09E-19,1.56E-35,0.998285831,0
gene-smug1|smug1,0.614459812,0.001570665,0.925918183,0.000581258,0.998285831,0.002467591
gene-LOC100334487|LOC100334487,NA,0.358693726,NA,NA,0.998285831,0.887319818
gene-igfbp6a|igfbp6a,NA,0.030948847,NA,0.012790483,0.998285831,0.027089936
gene-pip4k2cb|pip4k2cb,NA,0.002791991,0.996269548,0.009347676,0.998285831,0.012368891
gene-LOC108191643|LOC108191643,0.938339509,0.223617195,0.195841649,0.737703394,0.998285831,0.887321631
gene-hnrnpa1a|hnrnpa1a,0.015308972,1.41E-54,0.931851433,3.12E-13,0.998285831,0
gene-znf740a|znf740a,0.181236919,2.53E-06,0.889056955,1.17E-05,0.998285831,2.76E-07
gene-csnk2a4|csnk2a4,0.577140168,2.84E-07,0.698054818,1.92E-06,0.954772113,2.00E-08
gene-slc2a10|slc2a10,0.71368557,5.35E-07,0.181399825,9.97E-08,0.998285831,1.07E-09
gene-si:ch73-267c23.10|si:ch73-267c23.10,NA,5.71E-06,0.015176278,2.13E-08,0.998285831,4.05E-11
gene-ube2v1|ube2v1,0.802601089,0.0012077,0.684887039,2.98E-05,0.998285831,0.00021927
gene-tp53rk|tp53rk,0.001308328,2.25E-28,0.030549586,9.32E-69,0.998285831,0
gene-ankrd52b|ankrd52b,NA,0.45991579,0.192317566,0.079477849,0.801201632,0.343989418
gene-LOC564739|LOC564739,NA,1.53E-08,0.85897764,2.61E-49,0.998285831,0
gene-si:ch73-190f16.2|si:ch73-190f16.2,0.858445369,3.86E-06,0.389263187,7.03E-16,0.998285831,8.11E-16
gene-cnpy2|cnpy2,0.172090696,3.04E-07,0.206767319,1.45E-31,0.998285831,0
gene-zgc:113184|zgc:113184,0.762410687,0.008590061,0.985666321,1.07E-09,0.998285831,3.75E-07
gene-nab2|nab2,0.993848297,1.33E-07,0.898411489,3.19E-19,0.998285831,0
gene-dnajc14|dnajc14,0.496007577,1.59E-10,0.986469305,3.16E-11,0.998285831,2.01E-15
gene-zgc:193807|zgc:193807,NA,1.16E-65,0.983956193,7.12E-138,0.998285831,0
gene-si:ch211-160o17.2|si:ch211-160o17.2,0.284191143,1.98E-10,0.742824134,1.75E-13,0.998285831,0
gene-si:ch211-160o17.6|si:ch211-160o17.6,0.922522156,0.112999633,0.832965533,0.009162974,0.998285831,0.238261859
gene-b3galt6|b3galt6,0.587077844,1.02E-14,0.925193685,1.01E-40,0.998285831,0
gene-si:ch211-160o17.4|si:ch211-160o17.4,0.007662263,0.015350099,0.842371554,9.92E-14,0.995319723,3.43E-12
gene-tmem167b|tmem167b,0.418137795,0.962003341,0.992268363,0.000646087,0.998285831,0.133108644
gene-mapk14b|mapk14b,0.719057185,0.435588599,0.665425603,0.263832621,0.998285831,0.98277421
gene-kif21b|kif21b,0.927821086,3.40E-05,0.407665045,1.26E-09,0.999101238,2.23E-09
gene-srpk1b|srpk1b,9.51E-05,0.362338017,0.999291339,0.344690101,0.998285831,0.021044576
gene-lhfpl5a|lhfpl5a,0.967835977,0.029400852,0.843326376,7.34E-11,0.998285831,1.20E-07
gene-mir724|mir724,NA,NA,NA,NA,NA,NA
rna-mir724,NA,NA,NA,NA,NA,NA
gene-cpne5b|cpne5b,0.900656174,0.552724924,0.905140379,0.999115588,0.998463915,0.999999923
gene-mmp19|mmp19,NA,1.83E-07,NA,2.44E-15,0.998285831,0
gene-pmela|pmela,0.571582665,0.000891794,0.504476626,1.53E-22,0.998285831,0
gene-cdk2|cdk2,0.175283234,4.25E-18,1.16E-05,8.38E-19,0.998285831,0
gene-timeless|timeless,0.034772896,0.000150776,0.907159047,4.27E-10,0.998285831,3.70E-10
gene-sarnp|sarnp,8.76E-05,0.056079437,0.078948886,0.069823626,0.998463915,0.000278362
gene-prph|prph,0.254252463,1.86E-22,0.031483884,5.09E-17,0.998285831,0
gene-suox|suox,0.98498113,0.181799543,0.906552888,0.076513777,0.998285831,0.711680739
gene-mcrs1|mcrs1,0.250890439,0.00269882,0.944484963,0.862756953,0.998285831,0.198629698
gene-tuba2|tuba2,0.132420624,4.45E-64,0.000583758,9.19E-94,0.998285831,0
gene-acap3b|acap3b,0.029646816,1.23E-15,0.205674816,7.35E-35,0.999996977,0
gene-si:dkey-33m11.8|si:dkey-33m11.8,NA,0.339231567,0.292327122,0.302380826,0.998285831,0.691880283
gene-si:dkey-33m11.7|si:dkey-33m11.7,0.580872329,3.84E-05,0.648110222,9.52E-08,0.998285831,9.76E-08
gene-itih3a|itih3a,1.37E-05,0.107898117,NA,0.035104633,0.998285831,0.000106619
gene-pusl1|pusl1,0.882611757,1.90E-07,0.196930623,2.93E-10,0.998285831,3.39E-12
gene-ddx19|ddx19,0.086993069,9.96E-60,0.092937442,1.55E-49,0.998285831,0
gene-si:dkey-33m11.6|si:dkey-33m11.6,0.115208938,4.27E-06,0.506103665,1.15E-06,0.998285831,2.60E-08
gene-itih1|itih1,0.275357734,0.04475295,0.995058754,3.42E-10,0.998285831,2.48E-07
gene-cda|cda,0.024326441,0.919509086,0.752862545,4.94E-06,0.998285831,0.000647
gene-dnajc16l|dnajc16l,0.559004821,2.19E-10,0.899499412,1.34E-34,0.998285831,0
gene-gata2a|gata2a,0.002167455,5.25E-05,0.225210979,2.12E-08,0.998285831,1.17E-10
gene-rpn1|rpn1,0.000480045,3.19E-115,0.012224063,4.33E-159,0.998285831,0
gene-pbrm1|pbrm1,8.12E-06,1.79E-25,0.033619443,5.64E-100,0.998285831,0
gene-LOC110440088|LOC110440088,0.413258673,0.059335712,0.996525916,0.003461301,0.998285831,0.070933897
gene-gnl3|gnl3,2.66E-07,0.000336257,9.87E-05,0.367267668,0.998285831,5.54E-10
gene-glt8d1|glt8d1,0.819189917,6.39E-23,0.407984005,1.19E-17,0.998285831,0
gene-spcs1|spcs1,3.16E-07,0.043568989,0.117428585,0.354227487,0.996323541,1.38E-05
gene-nek4|nek4,0.667467674,0.484520524,0.854533047,0.631295221,0.998285831,0.999999923
gene-ccdc3b|ccdc3b,0.916519404,0.131630162,0.674222571,0.00048926,0.998285831,0.045110201
gene-camk1b|camk1b,0.796645063,0.265596547,0.599661416,3.30E-07,0.998285831,0.000386771
gene-LOC557816|LOC557816,NA,8.47E-23,NA,0.005788293,NA,0
gene-LOC100150117|LOC100150117,NA,0.000167798,NA,4.05E-23,0.998285831,0
gene-si:ch211-236d3.4|si:ch211-236d3.4,0.359055151,NA,0.073005556,NA,0.998285831,0.413274962
gene-ptprga|ptprga,0.637544273,2.14E-14,0.178867772,0.009008438,0.998285831,7.01E-12
gene-cse1l|cse1l,0.596977998,3.35E-54,2.66E-06,3.38E-111,0.998285831,0
gene-si:ch73-40i7.2|si:ch73-40i7.2,NA,0.0289808,0.664786608,0.04535273,0.998285831,0.124525481
gene-pex11g|pex11g,0.90386616,0.456397195,0.718495107,0.000325708,0.998285831,0.076626034
gene-slc35e1|slc35e1,0.987369699,2.50E-30,0.977473658,2.22E-76,0.998285831,0
gene-si:ch73-40i7.5|si:ch73-40i7.5,0.590425687,5.32E-29,0.18861187,2.03E-107,0.998285831,0
gene-zgc:172302|zgc:172302,0.106431421,1.13E-05,0.888345663,0.248737793,0.915409916,0.00143056
gene-r3hdm4|r3hdm4,0.587972529,7.96E-08,0.512637065,3.81E-11,0.998285831,4.15E-13
gene-arid3a|arid3a,0.792009619,0.171273012,0.522785009,0.042085043,0.998285831,0.432154563
gene-ctdspl3|ctdspl3,0.763715971,1.47E-12,0.976775411,1.46E-05,0.998285831,5.30E-12
gene-gamt|gamt,0.045689771,2.75E-10,0.868743346,1.03E-44,0.998285831,0
gene-ndufs7|ndufs7,0.011002848,2.27E-32,0.163906941,8.67E-44,0.998285831,0
gene-dazap1|dazap1,0.979467114,0.566191335,0.488427203,0.002378186,0.998285831,0.2147181
gene-rps15|rps15,0.000689262,1.52E-36,0.033972964,2.02E-57,0.998285831,0
gene-abhd8b|abhd8b,0.175037132,4.56E-05,0.521128961,0.000332918,0.998285831,2.78E-05
gene-dda1|dda1,0.263300426,9.09E-12,0.985086699,2.89E-20,0.998285831,0
gene-ano8b|ano8b,NA,8.14E-08,NA,NA,0.998285831,3.40E-06
gene-LOC110438878|LOC110438878,NA,0.381087887,NA,NA,NA,0.516505104
gene-gtpbp3|gtpbp3,0.68297779,7.06E-25,0.98761657,3.87E-47,0.998285831,0
gene-vsg1|vsg1,0.685189349,2.33E-12,0.229823104,1.14E-13,0.998285831,0
gene-si:ch73-112j3.1|si:ch73-112j3.1,0.017663184,0.783622483,0.088518347,1.23E-05,0.998285831,0.000178061
gene-babam1|babam1,0.228539669,0.989340671,0.795041635,0.724264476,0.998285831,0.999999923
gene-ushbp1|ushbp1,8.95E-05,9.02E-10,0.010047245,5.29E-16,0.998285831,0
gene-nr2f6b|nr2f6b,0.748652173,1.56E-06,0.861102862,1.54E-15,0.998285831,1.21E-15
gene-tax1bp3|tax1bp3,1.23E-07,6.65E-05,0.1496398,4.22E-07,0.998285831,2.50E-13
gene-slc1a6|slc1a6,0.19179398,0.968395871,0.979810142,0.477183801,0.998285831,0.999999923
gene-ccl44|ccl44,0.11364545,0.038808395,0.741952723,0.000281255,0.998285831,0.003708776
gene-LOC559131|LOC559131,NA,0.064082301,0.933088383,0.101458745,0.998285831,0.356204815
gene-pole4|pole4,0.045033597,0.000989664,0.046352199,9.66E-08,0.998285831,1.91E-08
gene-ccl25b|ccl25b,2.38E-06,4.22E-184,0.613745282,3.79E-41,0.998285831,0
gene-ctns|ctns,0.4986975,0.507819298,0.238643916,0.170735615,0.998285831,0.673162315
gene-ranbp3a|ranbp3a,0.833938032,6.07E-14,0.277907654,1.93E-18,0.998285831,0
gene-vmac|vmac,0.730285435,7.62E-05,0.636938584,6.13E-15,0.998285831,1.15E-13
gene-ndufa11|ndufa11,6.89E-06,0.332666987,0.072390014,0.489127076,0.998285831,0.000635156
gene-LOC110437764|LOC110437764,0.707609164,0.000283339,0.619339377,1.52E-14,0.998285831,7.91E-13
gene-crtc1b|crtc1b,0.526205542,0.361285107,0.753958055,0.909072106,0.998285831,0.999999923
gene-LOC101886158|LOC101886158,NA,0.014687582,0.857436318,4.99E-05,0.998285831,0.000767488
gene-gadd45ba|gadd45ba,0.393751341,0.384051303,0.521700936,0.474089441,0.998285831,0.922980464
gene-zgc:162969|zgc:162969,0.966529565,7.01E-20,0.965715032,1.54E-07,0.272340234,0
gene-rab3ab|rab3ab,0.134377549,0.339231567,0.998417628,0.001065002,0.998285831,0.050897673
gene-lsm4|lsm4,0.251208376,7.10E-10,0.556120774,0.004797686,0.998285831,3.99E-08
gene-ddx49|ddx49,0.19239138,3.17E-85,0.709400356,1.76E-162,0.998285831,0
gene-klhl26|klhl26,0.925613036,0.270399773,0.36872575,0.630241329,0.998285831,0.990341065
gene-comp|comp,0.03591295,5.20E-13,1.86E-10,2.16E-15,0.998285831,0
gene-LOC103911802|LOC103911802,NA,0.06093496,NA,0.023557173,NA,0.019159177
gene-crtc1|crtc1,0.846099776,0.014934213,0.316809522,0.111207478,0.998285831,0.177722385
gene-si:ch211-253b8.2|si:ch211-253b8.2,0.618253114,2.78E-44,0.523764617,1.28E-130,0.998285831,0
gene-zgc:173548|zgc:173548,0.25206572,6.35E-12,0.56919977,1.37E-22,0.998285831,0
gene-cdh27|cdh27,NA,0.0230906,NA,0.10387472,0.990269783,0.095977591
gene-si:ch211-253b8.5|si:ch211-253b8.5,0.401922938,1.54E-07,0.670247854,1.11E-08,0.998285831,1.01E-10
gene-LOC101886356|LOC101886356,0.981521855,0.030765891,0.491800716,0.007103272,0.998285831,0.080681792
gene-bmp7a|bmp7a,NA,0.784943077,0.310527484,0.016098791,0.998285831,0.287052734
gene-si:zfos-1451h6.1|si:zfos-1451h6.1,0.059935572,2.40E-28,0.546775741,7.37E-17,0.998285831,0
gene-smim7|smim7,0.003473051,0.154191453,0.821155227,0.10193991,0.998285831,0.048514728
gene-tmem38a|tmem38a,0.460556288,0.000403595,0.725638368,3.89E-06,0.998285831,1.28E-05
gene-zgc:113223|zgc:113223,NA,1.14E-35,0.016280982,2.68E-16,0.998285831,0
gene-reep6|reep6,NA,1.64E-12,0.248949912,4.16E-15,0.962828603,0
gene-nwd1|nwd1,NA,0.56883094,0.002790749,0.392042323,0.998285831,0.101539219
gene-thop1|thop1,0.306986318,1.80E-68,1.17E-05,9.39E-129,0.998285831,0
gene-si:ch73-238c9.1|si:ch73-238c9.1,0.000112954,1.23E-05,0.648384862,2.03E-09,0.998285831,7.69E-13
gene-apc2|apc2,0.023005928,0.766540546,0.986174736,0.003891752,0.998285831,0.062142436
gene-LOC103911803|LOC103911803,NA,0.026181228,0.260346008,0.003096143,0.998285831,0.010661006
gene-si:dkey-197i20.6|si:dkey-197i20.6,0.525634105,0.538787711,0.641427877,0.044100064,0.998285831,0.620856346
gene-vtg3|vtg3,NA,0.741073965,0.078696274,0.223598735,NA,0.281040255
gene-adgrl4|adgrl4,0.096338891,0.297438341,0.909925419,0.092922197,0.998285831,0.39629699
gene-diras1a|diras1a,0.015758103,0.023373568,0.483112526,0.340309841,0.998285831,0.058160688
gene-prkacba|prkacba,0.943211688,3.99E-10,0.905355242,0.000199349,0.998285831,7.63E-09
gene-adgrl2a|adgrl2a,0.106023462,0.621321144,0.972886004,0.000264688,0.998285831,0.026472803
gene-uox|uox,5.19E-08,0.155905241,NA,0.192409036,0.998285831,5.97E-06
gene-ttll7|ttll7,0.027345399,1.38E-11,0.675700164,8.60E-22,0.998285831,0
gene-LOC110440124|LOC110440124,NA,4.42E-27,NA,6.00E-28,NA,0
gene-dnase2b|dnase2b,NA,0.208150061,0.784711474,0.002625986,0.998285831,0.080801413
gene-samd13|samd13,0.63288024,2.29E-37,0.859717828,1.34E-69,0.998285831,0
gene-si:ch211-247n2.1|si:ch211-247n2.1,0.972806593,0.92452355,0.86720995,0.936118747,0.998285831,0.999999923
gene-LOC101883106|LOC101883106,NA,0.13884238,0.858408138,0.290240228,0.998845549,0.725559114
gene-si:ch211-51h4.2|si:ch211-51h4.2,0.739905862,1.56E-07,0.87679901,4.77E-07,0.998285831,5.69E-09
gene-tbl1xr1a|tbl1xr1a,0.003562506,3.06E-39,0.997926673,3.15E-127,0.998285831,0
gene-LOC101885785|LOC101885785,NA,0.334857192,0.972234769,0.148266724,0.998285831,0.802469503
gene-LOC101885717|LOC101885717,0.705558197,0.008612806,0.905489828,0.000239523,0.998573134,0.00477932
gene-nlgn1|nlgn1,0.034006264,0.022381021,0.778424462,0.250693798,0.998285831,0.098052854
gene-LOC101885993|LOC101885993,NA,NA,NA,NA,NA,NA
gene-ect2|ect2,0.5482755,8.64E-22,0.068429034,9.59E-131,0.998285831,0
gene-mcf2l2|mcf2l2,0.741912568,3.77E-29,0.78656972,2.06E-14,0.999052375,0
gene-LOC108191587|LOC108191587,NA,NA,0.361032236,NA,NA,0.493007461
gene-b3gnt5a|b3gnt5a,0.944066068,5.78E-12,0.028259837,2.59E-12,0.998285831,0
gene-slc4a10a|slc4a10a,0.200720801,0.001477216,0.399958969,7.42E-07,0.998285831,3.05E-06
gene-tbr1a|tbr1a,0.989021129,0.356588499,0.57375468,0.056666218,0.998285831,0.695376944
gene-psmd14|psmd14,1.15E-06,0.64160256,0.017107084,0.005136887,0.998285831,2.38E-06
gene-itgb6|itgb6,0.998078581,0.168019196,0.142569967,0.25515353,0.998285831,0.565775465
gene-rbms1a|rbms1a,0.425033988,0.003619281,0.000192965,8.35E-05,0.998285831,1.08E-06
gene-pla2r1|pla2r1,0.545588249,0.032872897,0.102256156,2.85E-08,0.998285831,1.99E-06
gene-lgsn|lgsn,NA,0.003896867,0.758514892,0.257874151,0.998285831,0.114753298
gene-myom2a|myom2a,NA,9.82E-08,0.307461584,3.05E-05,0.998285831,1.01E-08
gene-ly75|ly75,1.84E-11,1.25E-20,0.00024537,1.14E-57,0.998285831,0
gene-LOC110440091|LOC110440091,NA,NA,NA,0.274808546,NA,0.387535719
gene-zgc:77929|zgc:77929,0.137158582,2.28E-19,0.126339299,2.13E-17,0.998285831,0
gene-si:dkey-23f9.8|si:dkey-23f9.8,NA,1.11E-38,NA,3.85E-48,NA,0
gene-si:dkey-23f9.9|si:dkey-23f9.9,NA,6.11E-49,NA,9.24E-05,NA,0
gene-si:dkey-23f9.12|si:dkey-23f9.12,NA,4.01E-40,NA,6.20E-08,0.998285831,0
gene-si:dkey-23f9.11|si:dkey-23f9.11,NA,7.74E-152,0.871948245,1.71E-175,NA,0
gene-si:dkey-23f9.4|si:dkey-23f9.4,0.86422672,0.669666217,0.641478993,0.002009528,0.998285831,0.230850532
gene-mrpl4|mrpl4,0.77238479,1.96E-34,0.068391935,6.76E-20,0.998285831,0
gene-ptp4a1|ptp4a1,0.000136744,1.98E-15,0.168549418,3.46E-13,0.998285831,0
gene-col9a1a|col9a1a,0.335765714,0.000139061,0.358006582,6.43E-07,0.998285831,5.42E-07
gene-zgc:171226|zgc:171226,NA,NA,0.934106974,NA,0.998285831,0.999999923
gene-krt93|krt93,NA,0.360409327,NA,0.830035524,0.619763935,0.91946387
gene-krt94|krt94,0.848569296,3.60E-50,0.101624311,6.24E-48,0.998285831,0
gene-zgc:110712|zgc:110712,NA,3.12E-08,0.452775764,5.08E-07,0.998285831,1.37E-10
gene-krt15|krt15,2.47E-05,1.16E-27,0.064147683,1.69E-25,0.998285831,0
gene-si:dkey-28e7.3|si:dkey-28e7.3,0.42224481,0.004415223,0.029115623,0.740743501,0.682327565,0.035843339
gene-jupa|jupa,0.994534241,0.11501461,0.962927966,1.40E-08,0.998285831,3.02E-05
gene-cdc6|cdc6,NA,1.14E-08,NA,NA,NA,3.08E-08
gene-wipf2a|wipf2a,0.204274139,1.62E-21,0.162015872,7.26E-17,0.998285831,0
gene-zgc:64002|zgc:64002,NA,NA,NA,NA,NA,NA
gene-si:ch211-69b7.6|si:ch211-69b7.6,NA,NA,NA,NA,NA,NA
gene-abcc10|abcc10,NA,0.03568943,NA,0.061954237,NA,0.027262706
gene-sp2|sp2,NA,NA,NA,NA,0.019248714,0.032961832
gene-si:ch211-156l18.8|si:ch211-156l18.8,NA,0.470786442,NA,NA,0.998285831,0.977017474
gene-socs7|socs7,NA,NA,NA,NA,NA,NA
gene-mrpl45|mrpl45,0.998916739,1.04E-05,0.709987138,4.41E-15,0.998285831,2.09E-14
gene-zgc:174358|zgc:174358,NA,5.34E-11,NA,5.75E-05,NA,3.52E-13
gene-LOC110440093|LOC110440093,NA,5.72E-08,NA,9.54E-05,NA,4.34E-10
gene-LOC110440092|LOC110440092,NA,4.48E-07,NA,6.27E-12,0.998285831,8.63E-15
gene-LOC108191590|LOC108191590,NA,3.34E-09,NA,8.25E-11,NA,0
gene-LOC103911809|LOC103911809,NA,NA,NA,0.000616937,NA,0.00123187
gene-zgc:174354|zgc:174354,NA,0.000924364,NA,NA,NA,0.001818198
gene-zgc:174355|zgc:174355,NA,0.024008389,NA,NA,NA,0.040611924
gene-LOC110438888|LOC110438888,NA,NA,NA,NA,NA,NA
gene-LOC110438880|LOC110438880,NA,0.277493643,NA,0.18372137,NA,0.294518388
gene-LOC103911808|LOC103911808,NA,NA,NA,NA,NA,NA
gene-LOC100005157|LOC100005157,NA,NA,NA,NA,NA,NA
gene-LOC100005207|LOC100005207,NA,5.59E-06,NA,1.17E-07,NA,5.82E-11
gene-LOC110440117|LOC110440117,NA,0.003118126,NA,9.52E-05,NA,1.11E-05
gene-LOC561873|LOC561873,NA,0.0001199,NA,7.24E-12,NA,1.05E-13
gene-LOC110438897|LOC110438897,NA,0.006619471,NA,6.23E-07,NA,2.16E-07
